,id,date,search
314,1337098573679263745,2020-12-10,AMZN
315,1337098566041546753,2020-12-10,AMZN
316,1337098562262351872,2020-12-10,AMZN
317,1337098449196625920,2020-12-10,AMZN
318,1337098397728210944,2020-12-10,AMZN
319,1337098276126879744,2020-12-10,AMZN
320,1337098178529611776,2020-12-10,AMZN
321,1337098000942960641,2020-12-10,AMZN
322,1337097973956808704,2020-12-10,AMZN
323,1337097887554138112,2020-12-10,AMZN
324,1337097810974404608,2020-12-10,AMZN
325,1337097664538632193,2020-12-10,AMZN
326,1337097547677130754,2020-12-10,AMZN
327,1337097464504082437,2020-12-10,AMZN
328,1337097288716574721,2020-12-10,AMZN
329,1337097205652582400,2020-12-10,AMZN
330,1337097075696263168,2020-12-10,AMZN
331,1337097017726799876,2020-12-10,AMZN
332,1337096762285305859,2020-12-10,AMZN
333,1337096510593507334,2020-12-10,AMZN
334,1337096510392168450,2020-12-10,AMZN
335,1337096345988042755,2020-12-10,AMZN
336,1337096287452356615,2020-12-10,AMZN
337,1337096263427350529,2020-12-10,AMZN
338,1337096256162852864,2020-12-10,AMZN
339,1337096220687425542,2020-12-10,AMZN
340,1337096090928091136,2020-12-10,AMZN
341,1337096021030088713,2020-12-10,AMZN
342,1337095991355469830,2020-12-10,AMZN
343,1337095756948365314,2020-12-10,AMZN
344,1337095534125985794,2020-12-10,AMZN
345,1337095510587478017,2020-12-10,AMZN
346,1337095484209553409,2020-12-10,AMZN
347,1337095482963877898,2020-12-10,AMZN
348,1337095417440268289,2020-12-10,AMZN
349,1337095305070850058,2020-12-10,AMZN
350,1337095295663038465,2020-12-10,AMZN
351,1337095263073210368,2020-12-10,AMZN
352,1337095250712649737,2020-12-10,AMZN
353,1337095157435396097,2020-12-10,AMZN
354,1337095119313510401,2020-12-10,AMZN
355,1337095092700647425,2020-12-10,AMZN
356,1337094939658874883,2020-12-10,AMZN
357,1337094904200253444,2020-12-10,AMZN
358,1337094901448790016,2020-12-10,AMZN
359,1337094871711006720,2020-12-10,AMZN
360,1337094785526587401,2020-12-10,AMZN
361,1337094731613003778,2020-12-10,AMZN
362,1337094471008342024,2020-12-10,AMZN
363,1337094419397357568,2020-12-10,AMZN
